layer,strip,end,multiplier,mpv,eta,sigma,A,chi_square
12,0,1,13,612.4816268007179,49.034785549940395,163.6634378927874,124.95397012172528,124.24680957603486
12,1,1,8,643.5975994632528,36.85506295306062,134.54405802294193,424.7138126896574,471.01237498064785
12,2,1,8,602.8251974872711,53.26130093407585,111.41420212259861,747.4508166672852,694.2900313782405
12,3,1,10,575.8388877723189,51.557938622702586,105.1444234878016,1198.7676681173916,763.2568579753328
12,4,1,17,612.7388649680041,48.74026369352987,94.21520676160225,3106.965624326251,70.89652003733765
12,5,1,12,553.2464855730756,49.47553986082586,86.80898795760164,4050.748593256402,908.0330076869415
12,6,1,10,589.2723541741378,45.92111192711884,97.99130512540547,2993.1269562546336,198.31334556414407
12,7,1,10,599.0564879619458,43.14904043581168,112.69919773059637,1679.2483580727326,652.5601188590854
12,8,1,10,620.2564061193892,49.992735428698964,130.77218129479272,574.8109130158956,497.5233480866089
12,9,1,10,654.3346811632765,22.849251079111415,162.8535610015929,379.5019082922769,327.3081612284333
12,10,1,10,663.4876308307772,43.69090074648331,141.39486969574418,262.3744522875152,313.01387308023925
12,11,1,16,611.185813456829,36.56417198985428,159.00830229522128,128.97824170551087,105.81552380692428
13,0,1,10,700.5466563628145,31.67231385654728,175.77890068012482,170.26556158462935,224.28028521307542
13,1,1,23,659.9302883512736,41.526011586079754,121.26831527485426,477.9949569997258,69.22576642973219
13,2,1,18,710.4135715712918,54.80647966351478,123.18036085474894,678.6107943269695,283.0775663218047
13,3,1,10,659.3446072097779,50.45744953322085,121.52570204677309,1384.5017009893445,832.3546263764515
13,4,1,23,641.7618612000334,47.74101377855163,102.13631772417496,3322.1799594204263,99.4568156630426
13,5,1,10,672.1241167145272,50.52831158075729,103.29988368872615,3855.657886682582,119.44037624390353
13,6,1,23,665.1038281705108,52.509692199160504,105.43083526127846,2459.651978564439,111.67515363746197
13,7,1,10,607.511931081727,59.51155940860271,105.14030652071116,1072.904324796925,814.4816801333008
13,8,1,10,580.2185476612237,52.67150666422398,122.76237563276601,459.0614457927015,581.8410274401375
13,9,1,10,590.765488636172,52.07395749761961,135.57527307023727,271.0633662620962,399.859380494413
13,10,1,15,592.015667536049,42.15908618444921,125.78631013287348,183.19137571142423,194.93735102425174
13,11,1,11,608.5522734908847,44.61034436075705,157.9024406073698,92.17245423984019,255.66031033442624
14,0,1,11,512.9356120999863,34.78364630432601,148.42853568967064,154.58636789024112,143.532842433147
14,1,1,20,582.241023363648,33.544858219108896,113.70172146389241,501.3951315568434,95.42309628960808
14,2,1,10,569.0730554246782,38.30495390913966,115.97680682715182,800.9405681924086,588.5264327467144
14,3,1,8,598.1566939691885,42.68556011802215,119.87942779140724,1178.3780955311158,1133.1151315205957
14,4,1,20,516.4722749926921,42.736444808717145,79.92694027923005,3559.2172100376374,49.200826959961674
14,5,1,18,607.7052374795297,44.634382664519535,102.00668735867096,3702.5891840291197,188.7698528838323
14,6,1,8,582.1116836436651,51.60199679834238,95.3094538608914,2895.997306311948,660.3763474677077
14,7,1,20,576.2239622783142,43.52904088357163,101.49824795077866,1767.020221017643,178.70227189633044
14,8,1,10,543.1619437522746,45.026162321321806,75.74829564774046,782.2674603645307,69.2132149156018
14,9,1,19,483.29810276762055,14.819770847231565,104.61094914898491,565.9108795165173,117.9194928149082
14,10,1,20,576.9317528386911,55.9807802265867,60.33060891076123,358.64336747580364,69.6949889446187
14,11,1,18,517.0422284454946,24.99306517381501,99.83834315727724,189.433773217698,117.56361322473013
15,0,1,10,594.7105230420442,63.43694068107189,74.89030396504594,232.31684472097194,19.019403069119555
15,1,1,16,627.5085770270612,54.29191188879073,85.88286912111361,521.0100660376554,57.599490820426674
15,2,1,10,713.6856468375786,47.5049750044282,143.40459561078896,651.0799498456495,65.27565316573279
15,3,1,8,607.4646420046884,61.63453179215859,85.04281017290444,1530.6799052749889,86.38431846919596
15,4,1,10,665.6910666848582,58.365260652951214,103.7625130148907,3042.6609036106597,589.6089622819147
15,5,1,17,647.6217721039746,63.33172789032534,102.01738032721725,3455.4593105864924,202.45344301053515
15,6,1,13,708.7097136425521,53.31997937137194,125.72412672815747,2203.6090998889226,79.62413558884732
15,7,1,20,656.5614915241778,51.33066087140792,125.87590763431936,1017.5376883197374,136.53607809217647
15,8,1,10,652.386863754418,37.09942161909999,165.35710532895814,409.93677452038105,282.2267057916095
15,9,1,10,689.905168055104,51.613724677490424,165.6088463920089,240.301050170206,324.89970043437637
15,10,1,21,629.6947241977949,56.746322709239976,113.80137873188319,178.9645504692822,76.58191447112422
15,11,1,10,616.0855775891484,52.89527560452707,115.2048304906975,108.57126606399342,178.63200836974505
16,0,1,10,604.6824045675769,38.29090544687002,112.90475608389268,172.3039977986602,223.87376843882242
16,1,1,10,594.9301735012533,55.64725893772013,73.19121369063113,514.3331652797189,95.58739642250019
16,2,1,10,619.390523749798,54.01026246309338,72.55644895039251,842.5619562894411,78.21830197443212
16,3,1,23,605.8041979127225,47.33898847256183,79.76039631299717,1391.3016662191878,305.5967725971706
16,4,1,18,506.10450619257347,34.229342161624025,109.54301975819622,3110.611279757565,264.2935616969065
16,5,1,16,564.4244091315667,42.462573919901786,75.9839423772119,4226.432344413045,612.7248395858372
16,6,1,8,570.74012078023,31.475162136522144,110.21089436839227,2916.6244675849703,954.3621491150342
16,7,1,10,583.9192474925532,57.15280349080834,66.25957045745704,1868.9294211322585,381.86098315748603
16,8,1,10,585.9044175789653,48.432531934148585,90.69067966398958,689.7156335313434,720.7404633439517
16,9,1,8,605.5893901913178,48.457046035946085,94.45777391617129,431.3169923663043,236.00375698571182
16,10,1,10,716.0658828180341,47.78588737147909,154.87460590533817,244.29546733494797,204.55147385626896
16,11,1,18,703.7429032147251,37.23333884704707,177.036410748605,123.60083207355558,104.68008480875763
17,0,1,21,547.1299149925195,52.62182310995996,74.02093316912651,270.1170648773612,120.99288680258184
17,1,1,20,565.1902435083737,39.87494564900692,86.85512792673667,576.3517853337831,240.59216978927265
17,2,1,20,570.063309754506,28.25588323310275,132.34682075490434,739.1706072593593,193.3476744449696
17,3,1,16,567.1653112625816,41.81031698178351,84.84909857520499,1787.0805649544818,842.7252353984456
17,4,1,21,640.4516273502729,33.71461505225994,109.2500184675575,3347.6898376274467,824.2669187356316
17,5,1,10,534.360682544389,28.734944686826882,125.22921358971996,3974.4036953086497,414.80512972300716
17,6,1,21,631.4268145487694,48.4914728527616,86.37312091352034,2692.872045476239,681.0324594117694
17,7,1,10,586.7810564727478,44.73558530170811,123.35643770342452,1097.7349034779668,833.3101017894136
17,8,1,8,652.4480667904267,65.36405559339588,88.62903047671513,502.744092775619,379.61761184655575
17,9,1,8,657.9935496797311,52.50831551556033,107.40487923131576,283.98160068836216,383.01206269447744
17,10,1,16,594.9855464297026,34.43079189692331,90.79468064034874,227.67600296767773,150.65086273743435
17,11,1,12,635.9823484710781,36.50639512905041,142.19658544902012,101.43736425455047,132.88284495980187
18,0,1,10,629.7547137388642,50.986350643951006,101.473581414812,173.56628002008284,249.59305581001698
18,1,1,21,614.3969982292871,38.92237783691379,122.57595639901274,447.66477287494286,123.06518580046105
18,2,1,21,605.12558988942,42.06540702872878,87.47841558910712,841.9080047884011,206.74246523779823
18,3,1,21,583.9988941580051,35.486436078541665,97.35179337975259,1350.2981694126122,295.2391616725567
18,4,1,9,578.7057526669148,38.35084039571597,126.93560089304563,2711.3445784846513,354.66820116288636
18,5,1,15,532.0634346251106,50.914802684258404,109.57391829858602,3341.4367406391984,784.9245773058539
18,6,1,18,544.0064465329519,43.9200952862403,106.62458671089315,2795.911399211141,874.5171589426429
18,7,1,17,637.8874329980332,50.10896596638063,96.99175683349716,1657.7382310946468,994.9434872674346
18,8,1,10,505.32809675725275,22.162665049006346,108.89874743304883,784.6489400722094,496.68967698301884
18,9,1,14,492.3920273384448,21.74001443690286,99.92019986222344,531.3179725757802,109.6723835652126
18,10,1,20,508.04978598103355,41.61298348118601,65.09776619401019,412.79124525490107,123.85940217680766
18,11,1,10,535.3228547130416,37.07023781351673,96.25860053684299,192.57221279966592,216.16328983671394
19,0,1,10,534.7968814782887,21.62936331831399,123.77356886556984,247.69450085551438,196.2838575889703
19,1,1,10,559.837530951287,38.022040164041535,81.26984796390188,606.7141307548321,148.08445537235139
19,2,1,20,575.0443005157086,52.60004376755139,60.08542764346894,923.9424331490104,121.19274771275624
19,3,1,18,507.82303818985423,36.381686076521895,100.09785815317133,1681.7545083323712,618.6827351622906
19,4,1,10,559.6870395201862,48.119632172997186,60.63973156960668,3984.3042153956267,243.96410772201082
19,5,1,15,649.6391987551998,66.13343679967011,80.83136753273342,3709.973083769595,797.1358543249426
19,6,1,20,572.725561159655,37.550681307532216,80.51597701774917,3204.0657987273976,575.8584303835033
19,7,1,18,576.1782616319404,51.26378288194459,68.52812112500632,1360.238255133905,192.80742790842464
19,8,1,16,617.5052962705844,63.96363249504464,76.85995443103602,494.35961882975073,322.6639672558478
19,9,1,21,626.405833131035,53.65563263047764,86.89182731268592,313.9270235749613,59.40187968232271
19,10,1,24,571.7251379773319,47.6471386445878,65.27868269822312,243.935975892602,39.86424881177806
19,11,1,10,686.8382442091043,42.64513662396269,144.96012317988482,99.13240779598364,198.8875597325862
