layer,strip,end,pedestal,std_dev,pedestal_per_time_sample,new_range,new_range2,new_range3
15,7,1,852.9748860740425,11.52247667679256,107,1023.5698632888508,910.5872694580053,968.1996528419681
15,8,0,754.4961592951037,10.613353543078398,95,905.3953911541244,807.5629270104956,860.6296947258877
15,8,1,791.0804904879769,13.444646025583554,99,949.2965885855724,858.3037206158947,925.5269507438124
15,9,0,719.7674451529936,9.21009968330628,91,863.7209341835922,765.8179435695249,811.8684419860564
15,9,1,757.4984544961186,9.431002644300134,95,908.9981453953422,804.6534677176193,851.8084809391199
15,10,0,749.5610919785533,9.244415609412592,95,899.473310374264,795.7831700256163,842.0052480726793
15,10,1,736.9514525636228,10.268384295102138,91,884.3417430763473,788.2933740391335,839.6352955146441
15,11,0,840.4247762896075,11.118139162985676,105,1008.509731547529,896.0154721045359,951.6061679194643
15,11,1,727.6269331471461,9.929075396786562,91,873.1523197765754,777.2723101310789,826.9176871150117
16,0,0,757.2912935352426,8.113144251175607,95,908.7495522422912,797.8570147911207,838.4227360469987
16,0,1,719.3567696322547,9.977651619346648,89,863.2281235587055,769.2450277289879,819.1332858257211
16,1,0,757.1750426046644,8.409035199541355,95,908.6100511255974,799.2202186023712,841.265394600078
16,1,1,804.5032446830699,10.401802274584526,101,965.4038936196838,856.5122560559925,908.521267428915
16,2,0,824.6015021589734,10.90385560030489,103,989.521802590768,879.1207801604978,933.6400581620223
16,2,1,779.4237934495028,11.457469173171852,95,935.3085521394032,836.7111393153621,893.9984851812213
16,3,0,781.0209721751572,12.29576501327328,98,937.2251666101886,842.4997972415237,903.9786223078901
16,3,1,738.8100352123727,12.25426595771014,93,886.5720422548471,800.0813650009234,861.3526947894741
16,4,0,778.6529588409427,14.805794822554391,95,934.3835506091312,852.6819329537146,926.7109070664866
16,4,1,785.774323296783,16.011548595346763,99,942.9291879561396,865.8320662735168,945.8898092502507
16,5,0,786.3465927836597,14.637735916161144,99,943.6159113403916,859.5352723644654,932.7239519452712
16,5,1,820.2486387568063,13.147136160531751,103,984.2983665081674,885.984319559465,951.7200003621238
16,6,0,762.0476143609355,13.280765229850076,95,914.4571372331226,828.4514405101859,894.8552666594363
16,6,1,773.2487163255258,13.615292623536073,95,927.898459590631,841.3251794432063,909.4016425608866
16,7,0,791.5458066438254,13.935361043564711,99,949.8549679725904,861.2226118616489,930.8994170794724
16,7,1,773.0999339771639,12.74694150649575,95,927.7199207725968,836.8346415096427,900.5693490421214
16,8,0,842.9634307302956,10.028558666023873,105,1011.5561168763548,893.106224060415,943.2490173905344
16,8,1,766.9059733843527,8.81797824274481,95,920.2871680612232,810.9958645980768,855.0857558118008
16,9,0,734.1833881676624,13.06898655016622,91,881.0200658011948,799.5283209184936,864.8732536693246
16,9,1,759.604723091262,8.524913833638873,95,911.5256677095144,802.2292922594564,844.8538614276508
16,10,0,782.5400463194866,10.992945243730478,99,939.048055583384,837.5047725381389,892.4694987567914
16,10,1,789.2857993117103,11.08557902601216,99,947.1429591740524,844.7136944417712,900.1415895718319
16,11,0,822.875006562943,8.395456232035883,103,987.4500078755316,864.8522877231223,906.8295688833018
16,11,1,762.5360851808634,8.366381583469172,95,915.043302217036,804.3679930982094,846.1999010155552
17,0,0,714.4873719616529,8.653357606348857,89,857.3848463539834,757.7541599933973,801.0209480251415
17,0,1,808.3797817730065,9.350319300572057,101,970.0557381276076,855.1313782758667,901.882974778727
17,1,0,733.635733766195,9.461793191825825,91,880.362880519434,780.9446997253242,828.2536656844533
17,1,1,781.3473037811515,10.309752859372647,99,937.6167645373818,832.8960680780148,884.4448323748779
17,2,0,762.6980305017242,10.027865832927084,95,915.2376366020692,812.8373596663597,862.976688830995
17,2,1,751.4610163317345,10.209721548440562,95,901.7532195980814,802.5096240739373,853.5582318161402
17,3,0,724.3770538080055,12.268375118970694,91,869.2524645696066,785.718929402859,847.0608049977125
17,3,1,755.561631883184,10.517389083937257,95,906.6739582598208,808.1485773028703,860.7355227225565
17,4,0,810.6563178271837,12.086454086552612,101,972.7875813926204,871.0885882599467,931.5208586927098
17,4,1,805.8896423806102,12.085823246767806,101,967.0675708567322,866.3187586144493,926.7478748482882
17,5,0,765.9392579224606,15.001093717378158,95,919.1271095069528,840.9447265093513,915.9501950962422
17,5,1,825.3651737695332,14.169205055421472,103,990.4382085234396,896.2111990466406,967.0572243237478
17,6,0,777.6157765211741,14.898798528369904,95,933.1389318254088,852.1097691630237,926.6037618048731
17,6,1,819.4905806362475,14.559839709976602,103,983.3886967634968,892.2897791861305,965.0889777360135
17,7,0,735.4873290576961,12.32912966390334,91,882.5847948692353,797.1329773772128,858.7786256967295
17,7,1,802.5891038791787,13.141840566940628,101,963.1069246550144,868.2983067138817,934.007509548585
17,8,0,752.5602682833684,9.571916346879735,95,903.072321940042,800.4198500177671,848.2794317521657
17,8,1,798.3400069222323,11.379654714601186,99,958.0080083066788,855.2382804952382,912.1365540682442
17,9,0,826.5343660328665,8.886286265851288,103,991.8412392394398,870.9657973621229,915.3972286913794
17,9,1,843.0606573024439,10.019893875361104,105,1011.6727887629328,893.1601266792494,943.259596056055
17,10,0,754.3978380843253,9.518117167148633,95,905.2774057011904,801.9884239200684,849.5790097558116
17,10,1,859.9892251207277,10.814823853728818,107,1031.987070144873,914.0633443893718,968.1374636580159
17,11,0,816.947717663753,10.263302603074925,103,980.3372611965036,868.2642306791276,919.5807436945022
17,11,1,727.4856086028509,10.703334118688222,91,872.982730323421,781.002279196292,834.5189497897331
18,0,0,806.2660999334399,10.230228129346004,101,967.5193199201278,857.41724058017,908.5683812269
18,0,1,798.2860696953238,11.673102184524325,99,957.9432836343884,856.6515806179455,915.0170915405671
18,1,0,813.6286389560289,10.36803316527903,101,976.3543667472346,865.4688047824241,917.3089706088192
18,1,1,791.2007859014051,11.875697970553674,99,949.440943081686,850.5792757541734,909.9577656069418
18,2,0,765.1164713027634,10.045756667666987,95,918.139765563316,815.3452546410983,865.5740379794333
18,2,1,840.9285974565463,10.59349012668961,105,1009.1143169478556,893.8960480899943,946.8634987234424
18,3,0,713.3123875892236,12.145252331828528,89,855.9748651070682,774.0386492483663,834.7649109075089
18,3,1,787.767211677003,12.98178881091411,99,945.3206540124036,852.6761557315735,917.5850997861442
18,4,0,755.2031962823382,13.507272091357216,95,906.243835538806,822.7395567391243,890.2759171959103
18,4,1,719.4819233601451,28.92989252299225,91,863.378308032174,864.1313859751064,1008.7808485900675
18,5,0,813.4547315149034,15.005218433720325,101,976.145677817884,888.480823683505,963.5069158521067
18,5,1,760.7179856970814,14.532599930393957,95,912.8615828364976,833.3809853490512,906.0439850010209
18,6,0,749.8914810788061,13.648817759756716,95,899.8697772945674,818.1355698775897,886.3796586763733
18,6,1,852.6441526041375,13.57227573359377,107,1023.172983124965,920.5055312721064,988.3669099400752
18,7,0,773.168175963026,12.20512178691817,95,927.8018111556312,834.1937848976169,895.2193938322077
18,7,1,796.0098631200855,13.109685890461115,99,955.2118357441024,861.5582925723911,927.1067220246966
18,8,0,746.8110896468457,11.238106078970327,93,896.1733075762148,803.0016200416974,859.192150436549
18,8,1,732.7769265135598,10.660334827868253,91,879.3323118162717,786.0786006529011,839.3802747922424
18,9,0,779.5603159051097,11.005517128665232,95,935.4723790861316,834.5879015484359,889.6154871917621
18,9,1,728.0570246019917,9.042829477783172,91,873.6684295223899,773.2711719909075,818.4853193798234
18,10,0,812.8879183918674,8.675502491688265,101,975.4655020702407,856.2654308503087,899.6429433087501
18,10,1,827.767670461573,8.869340002046986,103,993.3212045538876,872.1143704718079,916.4610704820428
18,11,0,843.9144876613826,8.987245129432024,105,1012.6973851936592,888.8507133085427,933.7869389557029
18,11,1,815.2279552948729,8.26606117420576,101,978.2735463538476,856.5582611659017,897.8885670369305
19,0,0,759.2072149666321,7.770226096017215,95,911.0486579599584,798.0583454467182,836.9094759268042
19,0,1,751.7216236326672,7.715961879602704,95,902.0659483592004,790.3014330306806,828.8812424286942
19,1,0,725.7156467046234,8.339775150187824,91,870.8587760455481,767.4145224555625,809.1133982065016
19,1,1,742.4688606478226,9.079600481728876,93,890.9626327773871,787.866863056467,833.2648654651114
19,2,0,747.3311839285066,5.189509667139285,93,896.7974207142079,773.278732264203,799.2262805998994
19,2,1,765.1117783722468,10.533574552363673,95,918.1341340466962,817.7796511340651,870.4475238958836
19,3,0,779.1160323395009,12.93634937532332,95,934.939238807401,843.7977792161174,908.4795260927341
19,3,1,740.4488544939085,12.245761854579598,93,888.5386253926902,801.6776637668065,862.9064730397045
19,4,0,776.4570605981493,13.867373238037183,95,931.7484727177792,845.7939267883352,915.1307929785211
19,4,1,808.6385158651894,13.84119582491719,101,970.3662190382272,877.8444949897754,947.0504741143614
19,5,0,812.5936524293646,10.696500465306848,101,975.1123829152376,866.0761547558989,919.5586570824331
19,5,1,785.4414309778554,13.542916280916396,99,942.5297171734264,853.1560123824373,920.8705937870193
19,6,0,785.9513564982199,14.950604292246512,99,943.1416277978636,860.7043779594525,935.457399420685
19,6,1,782.3852909118503,14.991542780029084,99,938.8623490942203,857.3430048119958,932.3007187121411
19,7,0,757.4497995729217,11.23911575934804,95,908.939759487506,813.6453783696619,869.8409571664022
19,7,1,745.4494058583676,11.614080474195442,93,894.5392870300411,803.5198082293448,861.590210600322
19,8,0,797.3616302459814,9.901412647127827,99,956.8339562951776,846.8686934816205,896.3757567172596
19,8,1,808.2021687365349,10.536790647523354,101,969.8426024838418,860.8861219741516,913.5700752117684
19,9,0,761.8811333427602,8.508675503892585,95,914.2573600113122,804.4245108622231,846.9678883816861
19,9,1,816.8009378995057,9.37524580266196,103,980.1611254794068,863.6771669128154,910.5533959261253
19,10,0,723.1822801241982,9.13848013543521,91,867.8187361490378,768.8746808013742,814.5670814785503
19,10,1,822.2121401715599,9.243012319514694,103,986.6545682058718,868.4272017691334,914.6422633667069
19,11,0,788.9948926764005,11.286028411148356,99,946.7938712116804,845.4250347321422,901.855176787884
19,11,1,765.9069422468355,9.002523133307962,95,919.0883306962024,810.9195579133752,855.9321735799151
